427486.378	6654952.046	r198s1
427489.914	6654955.581	r199s1
427493.449	6654959.117	r200s1
427496.985	6654962.652	r201s1
427500.520	6654966.188	r202s1
427504.056	6654969.723	r203s1
427500.520	6654973.259	r204s1
427504.056	6654976.795	r205s1
427500.520	6654980.330	r206s1
427504.056	6654983.866	r207s1
427500.520	6654987.401	r208s1
427496.985	6654990.937	r209s1
427493.449	6654994.472	r210s1
427496.985	6654998.008	r211s1
427493.449	6655001.543	r212s1
427496.985	6655005.079	r213s1
427493.449	6655008.614	r214s1
427496.985	6655012.150	r215s1
427493.449	6655015.685	r216s1
427496.985	6655019.221	r217s1
427493.449	6655022.756	r218s1
427496.985	6655026.292	r219s1
427500.520	6655029.828	r220s1
427496.985	6655033.363	r221s1
427500.520	6655036.899	r222s1
427504.056	6655040.434	r223s1
427507.591	6655043.970	r224s1
427511.127	6655047.505	r225s1
427507.591	6655051.041	r226s1
427511.127	6655054.576	r227s1
427514.663	6655058.112	r228s1
427518.198	6655061.647	r229s1
427521.734	6655065.183	r230s1
427518.198	6655068.718	r231s1
427521.734	6655072.254	r232s1
427525.269	6655075.789	r233s1
427528.805	6655079.325	r234s1
427525.269	6655082.861	r235s1
427528.805	6655086.396	r236s1
427532.340	6655089.932	r237s1
427535.876	6655093.467	r238s1
427539.411	6655097.003	r239s1
427542.947	6655100.538	r240s1
427546.482	6655097.003	r241s1
427550.018	6655100.538	r242s1
427553.553	6655104.074	r243s1
427557.089	6655107.609	r244s1
427560.624	6655111.145	r245s1
427564.160	6655107.609	r246s1
427567.696	6655111.145	r247s1
427571.231	6655114.680	r248s1
427567.696	6655118.216	r249s1
427571.231	6655121.751	r250s1
427574.767	6655125.287	r251s1
427578.302	6655121.751	r252s1
427581.838	6655125.287	r253s1
427585.373	6655121.751	r254s1
427588.909	6655125.287	r255s1
427592.444	6655121.751	r256s1
427595.980	6655125.287	r257s1
427599.515	6655121.751	r258s1
427603.051	6655125.287	r259s1
427606.586	6655128.823	r260s1
427610.122	6655125.287	r261s1
427613.657	6655128.823	r262s1
427617.193	6655132.358	r263s1
427620.729	6655128.823	r264s1
427624.264	6655132.358	r265s1
